date,open,high,low,close,volume,pivot,r1,signal,ret,cap
2020-09-24,2445.0,2449.05,2304.0,2332.0,6471.16,2463.3166666666666,2617.0,,0.0,100000.0
2020-09-25,2352.2,2440.0,2352.1,2418.0,7092.72,2361.6833333333334,2622.633333333333,,0.0,100000.0
2020-09-28,2428.2,2442.0,2366.0,2429.0,5311.08,2403.366666666667,2371.266666666667,,101.70000000000164,100101.7
2020-09-29,2434.75,2511.0,2426.3,2486.75,7126.066666666667,2412.3333333333335,2440.7333333333336,,390.5999999999981,100390.59999999999
2020-09-30,2489.1,2505.0,2460.0,2483.0,6596.08,2474.6833333333334,2398.366666666667,,79.54999999999609,100079.55
2020-10-01,2513.95,2540.0,2492.35,2538.7,3734.36,2482.6666666666665,2489.366666666667,,35.14999999999327,100035.15
2020-10-05,2614.85,2727.0,2603.15,2712.8,7770.133333333333,2523.6833333333334,2472.983333333333,,1548.6000000000026,101548.6
2020-10-06,2733.0,2734.9,2650.1,2719.15,6329.666666666667,2680.983333333333,2444.2166666666667,,0.0,100000.0
2020-10-07,2742.8,2770.0,2704.05,2752.8,6846.506666666667,2701.383333333333,2711.8666666666663,,0.0,100000.0
2020-10-08,2804.0,2885.0,2804.0,2818.1,7951.8533333333335,2742.2833333333333,2698.7166666666662,,-599.8999999999987,99400.1
2020-10-09,2807.85,2829.5,2780.0,2810.0,6635.253333333333,2835.7000000000003,2680.5666666666666,,-219.79999999999745,99780.2
2020-10-12,2816.0,2854.0,2801.05,2828.0,5525.973333333333,2806.5,2891.4000000000005,,0.0,100000.0
2020-10-13,2844.75,2854.85,2812.25,2830.5,5888.24,2827.683333333333,2811.95,,-996.4500000000071,99003.54999999999
2020-10-14,2836.0,2836.0,2788.25,2810.0,5235.386666666666,2832.5333333333333,2843.116666666666,,0.0,100000.0
2020-10-15,2811.0,2826.1,2727.05,2736.75,6651.546666666667,2811.4166666666665,2876.8166666666666,,0.0,100000.0
2020-10-16,2755.0,2771.1,2735.15,2757.0,6989.573333333334,2763.2999999999997,2895.783333333333,,0.0,100000.0
2020-10-19,2773.05,2773.05,2706.7,2715.0,4644.706666666667,2754.4166666666665,2791.4499999999994,,0.0,100000.0
2020-10-20,2721.05,2759.9,2718.0,2740.0,5556.826666666667,2731.5833333333335,2802.133333333333,,0.0,100000.0
2020-10-21,2738.55,2749.0,2663.5,2677.5,4806.72,2739.2999999999997,2745.166666666667,,0.0,100000.0
2020-10-22,2662.95,2686.35,2638.1,2672.8,6531.373333333333,2696.6666666666665,2815.0999999999995,,0.0,100000.0
2020-10-23,2686.1,2701.95,2670.1,2687.4,5536.666666666667,2665.75,2755.233333333333,,0.0,100000.0
2020-10-26,2692.65,2709.8,2670.5,2690.0,4824.933333333333,2686.483333333333,2661.4,,-1009.3999999999955,98990.6
2020-10-27,2699.0,2718.0,2624.15,2634.45,4365.026666666667,2690.1,2702.4666666666662,,0.0,100000.0
2020-10-28,2635.65,2653.35,2606.1,2617.05,5426.733333333334,2658.8666666666663,2756.0499999999997,,0.0,100000.0
2020-10-29,2607.05,2655.0,2601.1,2632.1,5202.053333333333,2625.5,2711.6333333333328,,0.0,100000.0
2020-10-30,2636.5,2674.0,2622.3,2661.5,5127.546666666667,2629.4,2649.9,,329.14999999999736,100329.15
2020-11-02,2661.0,2662.6,2600.1,2608.0,4202.306666666666,2652.6,2636.5,,0.0,100000.0
2020-11-03,2604.6,2664.95,2601.8,2629.0,4575.626666666667,2623.5666666666666,2705.1,,0.0,100000.0
2020-11-04,2613.75,2721.8,2613.75,2656.0,5305.253333333333,2631.9166666666665,2645.333333333333,,-562.099999999999,99437.9
2020-11-05,2686.0,2710.0,2682.0,2699.65,4671.5,2663.85,2650.083333333333,,0.0,100000.0
