2018-08-23, SELL EXECUTED, Price: 1925.88, Cost: 100000.00, Comm 200.00
2018-08-23, OPERATION PROFIT, GROSS 903.75, NET 503.75
2018-08-23, Close, 1937.59
2018-08-24, Close, 1945.11
2018-08-27, Close, 1952.63
2018-08-28, Close, 1970.05
2018-08-29, Close, 1972.72
2018-08-30, Close, 1982.62
2018-08-31, Close, 1978.81
2018-09-03, Close, 1954.53
2018-09-04, Close, 1998.33
2018-09-05, Close, 1979.62
2018-09-06, Close, 1975.86
2018-09-07, Close, 1980.19
2018-09-07, BUY CREATE, 1980.19
2018-09-10, BUY EXECUTED, Price: 1984.52, Cost: 100000.00, Comm 200.00
2018-09-10, Close, 1981.05
2018-09-10, SELL EXIT, 1981.05
2018-09-11, SELL EXECUTED, Price: 1988.90, Cost: 100000.00, Comm 200.00
2018-09-11, OPERATION PROFIT, GROSS 328.50, NET -71.50
2018-09-11, Close, 1948.20
2018-09-12, Close, 1946.01
2018-09-14, Close, 1966.43
2018-09-17, Close, 1974.76
2018-09-18, Close, 1971.53
2018-09-18, BUY CREATE, 1971.53
2018-09-19, BUY EXECUTED, Price: 1972.62, Cost: 100000.00, Comm 200.00
2018-09-19, Close, 1978.33
2018-09-19, SELL EXIT, 1978.33
2018-09-21, SELL EXECUTED, Price: 1977.48, Cost: 100000.00, Comm 200.00
2018-09-21, OPERATION PROFIT, GROSS 364.50, NET -35.50
2018-09-21, Close, 2002.38
2018-09-24, Close, 2093.11
2018-09-25, Close, 2078.59
2018-09-26, Close, 2039.51
2018-09-27, Close, 2083.97
2018-09-28, Close, 2079.07
2018-10-01, Close, 2147.47
2018-10-01, BUY CREATE, 2147.47
2018-10-03, BUY EXECUTED, Price: 2142.47, Cost: 100000.00, Comm 200.00
2018-10-03, Close, 2059.21
2018-10-03, SELL EXIT, 2059.21
2018-10-04, SELL EXECUTED, Price: 2053.26, Cost: 100000.00, Comm 200.00
2018-10-04, OPERATION PROFIT, GROSS -6690.75, NET -7090.75
2018-10-04, Close, 1965.86
2018-10-05, Close, 2001.90
2018-10-08, Close, 1978.00
2018-10-09, Close, 1991.57
2018-10-10, Close, 1945.68
2018-10-11, Close, 1885.08
